,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code,model,location
27,10.03,91.09,10.32,39.9,26.95,7.71,22.92,12.4,63.07,12.4,10.03,92.39,59.08,3.25,335.78,5.25,4.82,342.56,-3093.69,19.11,0.0,80.89,0.14,980.97,23.62,73.09,0.18,48.72,54.33,13.21,516.39,8.33,10.41,9.05,13.68,11.27,0.63,3.98,0.73,240965.0,219484.0,64934.0,1693.0,431.0,65365.0,55227.0,50383.0,53769.0,-47730.0,550789.0,308739.0,105253.0,58845.0,445537.0,12.96,7.16,37.72,0.74,3.48,0.45,364.91,599.6,0.74,364.18,0.22,0.1,0.97,0.51,91.37,2773,2,24
28,0.83,36.69,0.84,5.48,5.3,61.67,4.13,0.75,2.2,0.91,0.83,37.73,29.85,-0.83,719.36,3.95,3.43,48.75,-1565.09,9.65,0.31,90.35,16.73,241.53,10.68,44.36,17.82,85.56,71.11,10.03,466.54,38.31,5.49,-37.26,1.5,3.77,0.02,6.62,-0.14,16177.0,5936.0,858.0,26.0,-33.0,825.0,544.0,380.0,-1108.0,-2734.0,80790.0,28882.0,7795.0,7320.0,72324.0,0.75,0.91,296.31,2.83,0.36,0.2,95.29,1324.18,0.58,469.4,-0.07,-0.01,-1.66,-0.14,-15.14,300534,2,30
29,4.46,60.41,4.77,23.21,18.08,37.88,14.54,7.44,21.7,7.38,4.46,48.64,37.92,-9.36,335.84,1.85,1.45,20.87,1107.81,39.52,0.1,60.49,3.1,230.41,65.33,53.05,4.87,61.55,55.76,64.31,250.41,15.9,5.33,-21.42,10.91,31.46,0.21,3.4,-0.72,210625.0,127230.0,38073.0,-3356.0,-189.0,37884.0,30189.0,29980.0,-13702.0,-3291.0,686297.0,454817.0,271190.0,245684.0,405916.0,7.44,1.21,223.49,0.87,0.9,0.33,311.99,822.92,0.49,547.67,-0.07,-0.02,-0.45,-0.05,-5.58,2424,2,23
30,1.94,35.02,2.0,5.8,5.65,63.55,4.5,2.5,8.23,2.5,1.94,32.89,30.63,2.94,631.92,2.17,2.02,56.05,1315.15,22.28,0.32,77.72,9.24,319.7,28.67,61.55,12.51,83.56,66.99,28.4,268.86,25.04,3.33,42.56,3.4,6.39,0.08,1.92,0.23,34718.0,12159.0,1960.0,93.0,-36.0,1924.0,1561.0,1341.0,-467.0,-13928.0,80374.0,38529.0,17907.0,17739.0,62466.0,2.5,4.79,56.35,8.04,1.18,0.44,33.58,607.29,0.82,330.32,-0.01,-0.01,-0.3,-0.03,-2.63,2826,2,27
31,2.91,71.61,3.14,8.88,7.64,26.56,5.87,5.11,29.22,4.25,2.91,89.19,54.8,-3.39,968.86,1.33,1.0,23.08,1063.09,31.5,0.42,68.5,14.35,515.52,45.98,61.19,17.11,55.25,97.58,36.33,327.56,17.89,21.69,132.03,2.31,18.41,0.35,4.12,0.41,41007.0,29364.0,3133.0,-48.0,-103.0,3031.0,2855.0,2471.0,5906.0,1921.0,82807.0,27456.0,26082.0,20610.0,55894.0,5.16,4.27,63.18,1.75,0.71,0.53,153.97,505.81,1.69,159.45,0.14,0.07,2.45,0.23,28.65,300573,2,13
32,3.87,27.49,4.02,17.38,14.56,70.92,12.19,4.61,31.13,4.61,3.87,29.94,10.37,-1.05,190.84,4.21,3.41,207.69,-511.93,15.9,-1.9972277227722792,84.1,4.324603960396041,325.3,18.9,75.93143564356434,6.908514851485148,58.19,41.49,18.38,396.8779207920792,26.12,-15.1,-29.18,5.22,13.71,0.31,6.55,0.17,38619.0,10617.0,5622.0,4641.814479638009,-58.0,5563.0,4707.0,4495.0,1117.0,-10923.0,121518.0,79118.0,19317.0,18780.0,102201.0,4.63,3.29,81.96,2.04,0.88,0.33,132.09,818.68,0.51,532.96,0.03,0.01,0.24,0.06,5.95,603976,2,0
33,5.75,48.5,5.88,29.41,22.37,49.36,18.37,10.66,40.53,10.38,5.75,51.66,25.13,-1.7,215.18,0.79,0.55,27.07,615.58,44.58,-0.39,55.42,3.35,105.68,80.45,116.9,5.71,57.08,123.97,77.87,211.17,48.87,-8.65,-23.32,12.93,9.96,0.42,3.06,0.18,55534.0,26935.0,12425.0,-305.0,92.0,12517.0,10420.0,7517.0,8485.0,1756.0,177405.0,55526.0,79093.0,70610.0,97763.0,11.26,5.12,52.7,2.05,0.4,0.32,131.98,842.96,1.08,248.89,0.15,0.05,0.83,0.11,12.02,952,2,26
34,7.55,75.92,7.94,22.84,18.31,22.53,15.41,11.81,44.43,11.69,7.55,77.04,55.93,-0.6,415.41,1.61,1.39,63.95,-17226.49,35.43,0.03,64.57,0.62,285.06,54.87,75.84,0.92,73.27,72.82,50.89,309.48,22.33,6.03,21.22,4.82,2.63,0.45,3.9,-0.02,169103.0,128388.0,30965.0,-127.0,-59.0,30906.0,26182.0,24585.0,36438.0,10925.0,345110.0,182832.0,122265.0,113402.0,221764.0,11.79,6.79,39.74,1.33,1.49,0.52,203.25,523.76,0.99,273.28,0.22,0.11,1.4,0.3,32.13,600285,2,12
35,0.75,49.73,0.81,2.54,-5.44,49.01,1.84,2.8,3.3,4.21,0.75,49.61,54.04,305.0,1874.8,0.85,0.51,6.37,223.53,82.07,-1.5,17.93,9.38,77.96,457.75,240.13,34.35,65.72,365.74,279.18,181.1,24.29,-24.58,-91.4,-33.63,21.39,0.01,0.67,-0.03,21889.0,10886.0,-1190.0,-10.0,1771.0,581.0,168.0,-1134.0,12039.0,-7282.0,53311.0,18352.0,43752.0,21685.0,5991.0,2.84,3.8,71.07,1.52,1.13,0.44,177.34,615.03,1.09,247.16,0.55,0.23,29.93,0.28,55.52,600671,2,29
36,8.29,62.96,8.64,17.67,14.8,35.61,12.56,10.85,89.18,10.89,8.29,64.38,46.73,0.74,425.43,2.48,2.08,71.22,-31987.68,23.83,0.0,76.17,0.06,340.79,31.29,62.69,0.08,51.23,61.16,28.33,404.79,22.1,17.39,7.73,9.7,9.37,0.88,9.59,0.18,740674.0,466337.0,109624.0,825.0,-9.0,109615.0,91858.0,87010.0,123643.0,62840.0,1121842.0,599211.0,267336.0,242043.0,846775.0,11.24,5.94,45.46,2.73,2.01,0.69,98.95,392.33,1.33,202.81,0.17,0.11,1.33,0.46,51.08,600062,2,5
37,4.6,58.14,4.9,20.88,16.9,40.66,13.53,9.21,41.04,9.49,4.6,52.47,37.92,-3.88,349.11,1.27,0.83,48.99,655.14,51.52,0.36,48.48,4.19,161.33,106.25,86.32,7.95,73.99,93.78,97.33,201.22,22.71,4.39,93.82,10.35,19.32,0.41,1.26,0.0,401160.0,233233.0,67787.0,-1613.0,-978.0,66808.0,51179.0,37274.0,125228.0,157010.0,1179655.0,643306.0,607711.0,507295.0,555621.0,11.52,2.37,114.1,0.74,0.76,0.36,363.93,745.86,0.69,391.87,0.31,0.11,2.31,0.21,24.69,600521,2,29
38,2.14,75.96,2.23,8.09,6.97,21.89,6.13,2.57,4.08,2.57,2.14,41.32,69.07,11.52,1008.86,3.18,2.6,37.48,1422.77,16.88,0.0,83.12,0.0,178.1,20.31,109.96,0.0,84.25,69.49,15.97,286.77,38.64,0.92,21.7,5.12,13.16,0.04,1.08,0.19,33811.0,25682.0,2356.0,104.0,189.0,2546.0,2072.0,1898.0,-3453.0,-6670.0,96981.0,40964.0,16374.0,12872.0,80607.0,2.6,2.31,116.77,1.01,0.52,0.36,268.18,742.37,0.83,325.07,-0.1,-0.04,-1.67,-0.21,-26.83,2198,2,9
39,14.23,65.63,16.84,59.32,33.25,33.36,28.95,23.18,130.5,23.01,14.23,65.35,21.19,0.66,199.13,2.16,1.79,10.34,4185.29,38.15,0.09,61.85,1.48,196.61,61.68,79.27,1.98,68.54,83.51,36.15,368.01,34.22,39.22,31.26,31.81,57.88,1.28,2.29,0.46,189363.0,124281.0,62959.0,960.0,-547.0,62412.0,53791.0,51953.0,53365.0,3143.0,385128.0,186189.0,146918.0,86117.0,232066.0,24.48,4.21,64.18,2.19,1.27,0.58,123.13,463.92,1.28,211.68,0.28,0.14,0.97,0.36,61.97,603658,2,12
40,2.62,26.45,2.65,10.9,9.97,72.89,8.33,2.89,7.87,2.79,2.62,32.64,14.82,-3.22,274.49,12.51,8.16,362.24,-742.49,5.96,0.0,94.04,0.0,144.34,6.33,23.16,0.0,85.47,55.19,4.09,1006.54,41.37,26.06,-44.77,1.55,2.41,0.08,0.44,0.07,194932.0,51563.0,19425.0,36.0,-641.0,18785.0,16686.0,15925.0,2930.0,-54615.0,618588.0,297507.0,36846.0,23778.0,578091.0,2.92,5.32,50.74,1.47,1.03,0.32,183.21,847.19,0.65,417.89,0.02,0.0,0.18,0.08,12.32,300267,2,25
41,1.52,27.42,1.57,4.86,4.13,71.79,3.92,3.38,12.17,3.39,1.52,29.08,19.82,14.76,610.64,1.0,0.69,36.09,476.62,55.27,-336.47,44.73,10.12,137.22,123.54,111.03,18.45,63.73,136.15,110.09,192.37,32.31,15.07,-31.75,1.07,8.54,0.12,2.59,0.08,273144.0,74891.0,11294.0,840.0,971.0,12264.0,10164.0,6633.0,3940.0,-700.0,705816.0,275941.0,390076.0,276153.0,300750.0,3.42,5.31,50.86,2.3,0.8,0.4,117.44,673.48,0.96,281.43,0.01,0.01,0.37,0.01,1.43,600789,2,28
42,10.27,43.53,10.85,33.72,23.67,55.41,21.03,12.84,158.38,12.84,10.27,44.23,13.71,2.0,183.92,2.89,2.07,56.21,-3446.14,19.99,0.0,80.01,0.0,276.78,24.98,44.17,0.0,66.73,69.34,19.28,584.33,29.78,44.61,48.87,19.08,21.59,1.6,12.45,2.75,174249.0,75842.0,41246.0,833.0,-9.0,41237.0,36652.0,33775.0,35102.0,-35683.0,356824.0,158849.0,71312.0,55036.0,285512.0,13.6,2.96,91.14,2.21,1.16,0.52,122.13,523.26,1.06,254.33,0.2,0.1,0.96,0.49,63.78,2821,2,11
43,7.28,44.65,7.4,22.53,18.15,54.91,14.91,8.91,51.14,9.93,7.28,68.82,25.31,0.24,245.66,3.33,2.35,79.84,2070.96,26.71,0.26,73.29,9.09,318.79,36.44,59.6,11.03,58.91,66.99,33.24,382.39,24.44,20.03,18.26,9.36,4.96,0.41,2.73,0.0,176703.0,78890.0,32071.0,36.0,43.0,32114.0,20831.0,19522.0,23333.0,-4728.0,362203.0,184352.0,96727.0,55327.0,233777.0,9.18,2.97,90.83,1.84,0.79,0.5,146.71,544.35,0.98,275.12,0.13,0.06,0.89,0.24,42.17,2022,2,2
44,6.97,46.85,6.81,31.11,22.4,51.86,18.49,9.66,16.53,9.25,6.97,38.16,19.14,0.41,208.36,3.26,2.79,83.45,-188.87,24.69,0.0,75.31,0.0,325.56,32.79,47.56,0.0,53.35,34.42,30.22,358.03,0.0,13.94,2.72,-9.53,-6.88,0.18,1.76,0.3,114413.0,53606.0,25623.0,3.0,105.0,25728.0,22109.0,14523.0,13670.0,-11005.0,303761.0,225036.0,75013.0,69121.0,228855.0,8.89,4.28,63.04,2.1,0.99,0.37,128.74,733.5,0.49,546.56,0.12,0.05,0.65,0.18,19.78,2550,2,3
45,3.74,30.21,3.91,13.99,11.73,68.52,9.94,4.93,16.75,4.9,3.74,31.97,14.11,-7.85,257.25,2.32,1.47,78.04,-3327.28,23.57,0.05,76.43,1.23,203.51,30.84,69.49,1.58,58.51,67.7,27.26,429.89,41.48,7.04,43.87,2.15,13.08,0.17,4.95,0.39,135827.0,41027.0,15932.0,-1268.0,17.0,15948.0,13568.0,14335.0,31120.0,29890.0,360670.0,174049.0,85015.0,75142.0,275263.0,4.9,2.85,94.78,1.59,0.63,0.39,169.52,687.02,0.84,322.62,0.23,0.09,2.31,0.37,41.41,603456,2,29
46,-5.77,49.86,-5.7,-23.18,-16.91,48.61,-20.37,-10.48,-22.91,-7.72,-5.77,39.25,24.18,-3.74,-289.48,2.49,1.72,53.01,-1344.13,25.27,0.25,74.73,6.63,129.31,33.81,67.7,8.15,51.71,73.7,32.99,386.88,46.83,1.74,-200.66,-7.13,-1.35,-0.26,1.17,0.37,93972.0,46859.0,-15894.0,899.0,-293.0,-16187.0,-21291.0,-21863.0,20829.0,10733.0,331825.0,149056.0,83843.0,59802.0,203062.0,-9.86,1.87,144.13,1.0,1.06,0.28,268.74,964.98,0.69,389.33,0.22,0.06,1.88,0.25,34.83,2349,2,3
47,8.77,63.37,10.34,33.95,25.96,35.67,21.99,13.3,34.31,13.3,8.77,63.86,39.67,0.26,244.64,3.21,2.93,101.23,6294.02,34.04,0.01,65.96,0.32,887.78,51.6,62.78,0.47,53.29,66.45,26.52,576.23,7.66,17.28,22.99,28.93,51.15,0.34,1.54,0.19,62657.0,39704.0,16264.0,76.0,-34.0,16230.0,13776.0,11132.0,2191.0,3480.0,157058.0,88213.0,53459.0,27475.0,103599.0,15.01,2.78,97.12,3.35,3.39,0.47,80.64,573.98,0.86,314.8,0.04,0.01,0.16,0.04,7.97,2907,2,0
48,4.98,43.78,5.14,10.35,9.19,55.17,7.08,7.86,44.19,7.51,4.98,25.51,32.23,6.55,478.2,2.41,2.02,114.09,-849.09,33.74,0.01,66.26,0.57,252.81,50.93,35.81,0.85,62.71,36.11,48.56,291.81,17.82,13.97,12.5,7.45,10.39,0.38,3.56,0.0,261075.0,114296.0,23985.0,1648.0,-84.0,23901.0,16063.0,15958.0,37015.0,36104.0,371647.0,282724.0,125408.0,117463.0,204436.0,7.82,9.61,28.08,3.24,1.68,0.73,83.43,371.75,0.96,280.46,0.14,0.1,2.0,0.3,31.51,600479,2,25
49,2.16,58.55,2.31,7.59,6.9,40.04,5.46,3.15,14.52,2.9,2.16,60.02,49.89,0.68,843.95,2.7,2.43,57.0,1357.63,25.44,0.03,74.56,1.12,590.01,34.13,55.67,1.47,50.34,56.5,30.2,428.86,13.09,9.79,42.15,3.78,13.21,0.15,1.42,0.11,142077.0,83183.0,9806.0,17.0,51.0,9856.0,8248.0,8089.0,10554.0,23150.0,358557.0,207516.0,91229.0,76722.0,261935.0,3.2,1.72,156.97,2.97,2.0,0.42,90.88,637.85,0.75,362.37,0.07,0.03,1.36,0.12,13.76,900904,2,2
50,6.6,68.83,6.84,18.32,16.14,29.77,13.32,8.78,66.98,8.78,6.6,70.37,52.66,5.15,448.17,3.32,3.05,53.83,-17949.88,24.84,-1.9972277227722792,75.16,4.324603960396041,515.62,33.04,75.93143564356434,6.908514851485148,65.21,33.01,30.11,396.8779207920792,14.5,28.73,25.49,11.43,7.37,0.67,5.55,0.24,43580.0,29999.0,7036.0,687.0,-342.0,6694.0,5805.0,5406.0,3360.0,2203.0,87941.0,66124.0,21842.0,19904.0,66098.0,9.12,2.41,112.17,2.78,2.13,0.51,97.24,525.8,0.69,390.17,0.08,0.04,0.58,0.15,16.88,2864,2,1
51,2.47,83.87,2.55,16.06,13.72,15.13,11.22,3.25,16.3,3.21,2.47,85.04,69.11,11.37,612.49,2.55,1.82,29.07,888.21,23.07,0.53,76.93,8.48,622.3,29.99,86.48,9.93,77.68,96.02,24.33,509.88,12.88,2.27,-11.95,6.7,5.18,0.16,1.36,-0.06,140412.0,117757.0,19270.0,2230.0,-44.0,19226.0,15829.0,13303.0,6423.0,-12898.0,637633.0,166626.0,147104.0,65253.0,486994.0,3.3,2.08,129.53,0.46,1.18,0.23,583.03,1189.43,0.83,323.55,0.05,0.01,0.41,0.04,9.84,766,2,19
52,3.75,60.35,3.65,11.92,10.35,38.18,7.93,4.74,21.45,4.67,3.75,62.67,47.39,-7.56,581.82,2.83,2.21,26.53,-17707.02,19.59,0.0,80.41,0.01,373.13,24.37,50.4,0.01,65.73,60.9,22.39,426.05,21.4,-7.69,-44.02,-11.14,-13.21,0.22,4.8,0.37,235160.0,141913.0,24348.0,-1887.0,43.0,24391.0,18883.0,16680.0,62775.0,-29146.0,496873.0,253565.0,97360.0,89470.0,398675.0,4.55,3.2,84.27,1.61,1.56,0.46,167.71,586.57,0.87,311.17,0.27,0.13,3.37,0.64,70.16,989,2,25
53,10.84,65.18,10.92,28.21,23.27,33.46,19.48,15.86,202.71,15.59,10.84,47.3,48.22,33.67,278.24,1.74,1.42,36.35,-26542.82,30.51,0.0,69.49,0.0,447.88,43.9,25.38,0.0,66.38,74.9,39.71,256.04,13.65,7.87,74.51,17.52,9.81,2.01,3.42,0.16,1018732.0,664056.0,237042.0,78744.0,1625.0,238667.0,196939.0,117557.0,151890.0,-99036.0,1831400.0,878080.0,558687.0,505434.0,1242081.0,16.85,4.3,62.76,2.19,0.54,0.56,123.49,481.63,1.17,230.02,0.15,0.08,0.77,0.27,30.05,999,2,9
54,7.36,81.11,7.49,74.18,39.83,18.01,34.17,8.76,21.44,8.76,7.36,82.44,34.79,2.51,203.68,3.34,3.01,161.99,-1936.72,15.98,0.07,84.02,2.15,433.27,19.02,62.5,2.49,69.38,64.09,19.02,605.52,19.62,-6.74,-5.49,51.46,46.36,0.21,2.45,-0.14,22574.0,18309.0,8991.0,228.0,-2.0,8989.0,7713.0,7318.0,-5207.0,-14739.0,104770.0,48347.0,16740.0,14490.0,88030.0,9.06,1.21,222.99,0.81,0.67,0.22,334.95,1232.31,0.46,586.32,-0.23,-0.05,-0.68,-0.31,-35.93,688098,2,2
55,4.6,83.33,4.69,20.84,17.22,15.83,16.59,5.31,39.62,5.31,4.6,84.66,63.13,11.51,501.16,3.68,2.77,181.9,-2119.09,13.4,0.08,86.6,2.69,499.68,15.48,56.47,3.54,70.59,64.68,13.8,396.01,17.16,5.97,-4.99,16.32,14.33,0.4,4.17,0.91,34369.0,28639.0,5917.0,860.0,-203.0,5715.0,5701.0,4308.0,12433.0,11150.0,123967.0,54535.0,16617.0,14817.0,107350.0,5.53,7.29,37.06,0.43,1.21,0.28,627.62,955.08,0.64,423.2,0.36,0.1,2.18,0.75,83.91,603896,2,29
56,5.18,48.3,5.26,8.49,7.8,50.9,6.39,8.78,48.39,8.73,5.18,49.7,40.79,5.75,614.76,1.79,1.3,44.59,2360.36,40.64,0.06,59.36,1.62,452.04,68.48,58.98,2.65,56.04,60.59,62.99,252.68,13.04,14.15,35.85,8.71,8.17,0.47,3.12,-0.26,576516.0,278445.0,44983.0,2297.0,310.0,45293.0,35982.0,31089.0,22583.0,-1198.0,710648.0,455094.0,288839.0,254195.0,409645.0,9.11,4.58,58.97,2.43,4.12,0.82,111.26,327.79,1.32,204.93,0.04,0.03,0.61,0.08,8.88,600422,2,8
57,-10.04,73.93,-5.42,-4.7,-4.3,24.49,-12.06,-10.01,-15.54,-11.1,-10.04,75.94,88.84,-161.62,-1367.83,7.84,7.84,178.84,792.48,9.53,0.24,90.47,6.47,13587.87,10.54,35.74,15.28,56.08,33.23,9.86,145.64,0.63,-57.77,-426.42,-40.55,-61.17,-0.12,0.89,-0.04,10818.0,7997.0,-465.0,1064.0,-119.0,-585.0,-994.0,-2017.0,-987.0,-2827.0,12998.0,9091.0,1239.0,1159.0,9929.0,-9.53,4.64,58.24,2.51,112.26,0.45,107.54,600.53,0.55,489.75,-0.09,-0.08,0.83,-0.8,-85.12,4,2,9
58,1.91,63.93,1.89,6.02,5.5,35.02,4.32,2.58,13.03,2.45,1.91,86.83,55.79,2.95,1156.21,2.68,2.2,47.78,1310.1,22.01,-0.07,77.99,1.0,193.33,28.22,139.1,2.57,71.16,72.46,20.79,154.13,0.0,30.88,137.7,-1.84,-4.79,0.14,0.0,0.0,311792.0,199314.0,17161.0,430.0,78.0,17239.0,14209.0,12971.0,20981.0,-16458.0,704822.0,306489.0,155122.0,114300.0,549888.0,2.62,2.56,105.55,1.95,0.68,0.44,138.25,617.43,0.99,271.52,0.07,0.03,1.56,0.14,18.36,300158,2,17
59,6.42,64.7,6.55,19.93,15.8,33.52,13.17,7.26,47.45,7.23,6.42,59.54,43.69,3.83,411.0,6.67,5.05,97.75,119707.19,11.09,0.0,88.91,0.0,225.72,12.47,79.79,0.0,65.48,48.34,9.62,277.32,25.78,13.62,2.5,4.62,5.44,0.48,3.03,0.58,434718.0,281255.0,68680.0,2871.0,-249.0,68431.0,57493.0,53956.0,32023.0,-3285.0,891078.0,508114.0,98796.0,76191.0,791367.0,7.36,4.37,61.78,1.21,1.13,0.5,223.44,542.5,0.87,309.92,0.07,0.04,0.56,0.32,42.03,2603,2,6
60,4.43,30.95,4.92,15.34,12.05,68.28,11.39,7.66,33.27,6.96,4.43,31.69,17.61,28.69,232.85,1.37,1.09,16.53,973.79,36.29,0.29,63.71,3.47,249.85,56.96,83.0,5.17,70.99,87.52,56.27,261.74,25.77,28.27,1.86,6.69,32.88,0.33,10.14,0.07,45707.0,14145.0,5509.0,1177.0,566.0,6075.0,5198.0,4584.0,12208.0,587.0,117445.0,51958.0,42621.0,38026.0,67827.0,7.84,2.65,101.71,2.95,1.05,0.43,91.53,625.29,0.88,305.53,0.27,0.1,2.34,0.29,32.1,300501,2,2
61,5.96,51.47,6.11,44.46,27.32,47.37,24.72,7.87,31.43,7.87,5.96,51.29,12.45,2.12,189.86,2.89,1.94,144.8,-396.93,24.23,0.23,75.77,2.82,351.55,31.99,79.89,4.92,66.03,43.68,30.53,206.73,23.08,31.88,55.48,9.04,7.33,0.31,2.03,0.78,20343.0,10470.0,5558.0,160.0,-43.0,5515.0,5028.0,4431.0,7508.0,-783.0,84350.0,56434.0,20442.0,19513.0,63908.0,8.13,3.06,88.31,0.61,0.71,0.25,440.17,1091.79,0.37,730.32,0.37,0.09,1.49,0.37,38.48,603229,2,29
62,6.31,68.64,6.64,21.35,17.23,30.24,14.55,7.47,17.44,7.28,6.31,69.73,48.72,1.89,401.51,4.25,3.37,106.98,-59193.15,13.38,0.01,86.62,0.36,166.26,15.44,55.23,0.42,82.56,55.46,14.52,771.7,0.0,18.89,11.82,3.88,7.37,0.17,0.59,0.03,360206.0,247247.0,62047.0,1634.0,-469.0,61579.0,51626.0,50734.0,22607.0,-3066.0,830813.0,431707.0,111126.0,101507.0,691519.0,7.76,1.94,138.92,1.42,0.53,0.46,189.97,591.85,0.88,308.43,0.06,0.03,0.43,0.2,22.27,300026,2,11
63,4.85,92.89,5.21,29.82,18.71,6.46,15.63,8.37,48.46,8.16,4.85,94.46,55.3,0.62,499.05,1.23,1.05,75.84,1127.7,40.55,1.8,59.45,6.99,384.44,68.21,118.86,10.52,79.58,132.83,40.59,361.65,15.65,34.05,34.52,9.54,23.62,0.5,3.33,0.9,124344.0,115498.0,23259.0,259.0,-116.0,23143.0,19854.0,18110.0,38899.0,21549.0,400463.0,84213.0,162385.0,68627.0,237070.0,8.72,15.38,17.56,0.6,1.27,0.33,451.58,810.32,1.76,153.83,0.31,0.1,2.0,0.24,56.68,300558,2,29
64,8.8,77.72,8.77,39.53,23.77,20.96,19.37,10.96,66.01,10.26,8.8,47.28,38.31,0.4,324.52,4.4,3.69,138.05,23704.29,14.21,0.09,85.79,2.86,248.22,16.57,65.12,3.22,69.14,67.29,14.54,697.5,27.04,0.82,-39.82,3.24,3.51,0.69,1.47,0.17,356418.0,277005.0,84710.0,-306.0,648.0,85358.0,71694.0,66194.0,126233.0,39627.0,784294.0,331586.0,111479.0,75435.0,654429.0,10.94,4.27,63.21,1.36,1.28,0.45,198.84,596.42,1.06,255.85,0.35,0.16,1.83,1.13,167.34,2294,2,9
65,3.13,58.98,3.29,15.93,13.81,40.21,11.57,6.74,95.81,6.47,3.13,60.49,46.45,52.89,423.18,1.21,1.01,53.33,552.26,51.7,2.16,48.3,11.22,475.76,107.02,117.94,18.85,60.56,145.34,74.16,251.2,9.85,17.01,4.98,14.92,14.68,0.81,6.22,0.03,2122762.0,1252052.0,293126.0,153748.0,2739.0,295865.0,206370.0,172239.0,232836.0,247986.0,7856930.0,2341032.0,4061709.0,1932747.0,3063375.0,7.21,5.25,51.43,2.39,1.98,0.28,113.01,948.37,1.03,263.36,0.11,0.03,0.95,0.06,12.05,600196,2,2
66,1.38,53.22,1.35,11.17,8.72,45.09,6.35,0.81,5.45,1.59,1.38,59.6,31.84,-3.25,605.87,3.96,3.5,141.07,-1281.6,13.26,0.2,86.74,9.8,241.34,15.29,37.59,12.47,82.78,61.9,13.48,310.13,30.52,-30.89,-71.88,-2.14,-4.78,0.03,0.73,0.19,36182.0,19256.0,3156.0,-125.0,22.0,3178.0,1077.0,898.0,9061.0,520.0,166412.0,77060.0,22068.0,19459.0,132126.0,0.83,1.25,215.45,1.73,0.91,0.21,155.7,1265.82,0.45,600.53,0.25,0.05,3.95,0.41,46.57,300289,2,5
67,6.46,77.44,6.61,17.48,13.43,20.9,11.28,9.8,64.05,9.61,6.46,79.64,54.17,0.21,577.5,1.51,1.35,20.97,1551.23,32.82,0.0,67.18,0.0,186.42,48.86,75.12,0.0,70.6,78.87,46.36,313.05,34.28,22.21,18.03,1.57,9.71,0.63,3.95,0.12,336580.0,260641.0,45207.0,171.0,-75.0,45133.0,37349.0,35948.0,76363.0,650.0,587887.0,276412.0,192958.0,183101.0,381104.0,9.78,2.88,93.91,2.63,1.15,0.59,102.57,460.52,1.2,224.55,0.23,0.13,2.01,0.4,41.71,600557,2,3
68,1.34,73.34,1.31,6.54,5.49,26.15,4.18,1.56,1.16,1.83,1.34,13.76,56.94,-1.2,1340.86,3.05,0.72,13.95,704.8,26.81,0.0,73.19,0.0,326.63,36.63,25.15,0.0,74.16,25.15,36.59,355.8,25.34,1.56,-11.71,-1.37,-1.05,0.01,2.06,-0.06,28579.0,20961.0,1570.0,-12.0,-7.0,1563.0,948.0,504.0,1066.0,-602.0,89460.0,72991.0,23985.0,23957.0,60867.0,1.57,2.24,120.79,0.13,0.24,0.31,2056.36,859.87,0.38,705.33,0.04,0.01,0.89,0.04,4.45,518,2,3
69,16.17,53.48,16.53,53.28,32.97,45.62,28.07,23.53,243.82,23.53,16.17,52.04,15.12,-2.08,162.87,1.84,0.93,31.06,55060.37,31.29,-1.9972277227722792,68.71,4.324603960396041,231.65,45.54,75.93143564356434,6.908514851485148,62.47,68.57,41.94,396.8779207920792,27.33,57.71,463.43,39.26,18.35,2.48,7.26,0.47,158283.0,84657.0,52179.0,-881.0,-201.0,51977.0,44433.0,43628.0,38994.0,-10870.0,274787.0,145320.0,85981.0,79180.0,188806.0,26.71,4.71,57.28,1.1,1.4,0.59,246.55,458.64,1.04,259.12,0.25,0.14,0.88,0.45,49.25,300702,2,29
